101, 2023-01-01, 15, 50
101, 2023-01-02, 20, 30
101, 2023-01-03, 8, 10
101, 2023-01-04, 13, 15
101, 2023-01-05, 2, 20
101, 2023-01-06, 5, 5
101, 2023-01-07, 0, 0
101, 2023-01-08, 10, 10
101, 2023-01-09, 7, 8
101, 2023-01-10, 4, 5
101, 2023-01-11, 8, 10
101, 2023-01-12, 10, 15
101, 2023-01-13, 2, 5
101, 2023-01-14, 0, 0
101, 2023-01-15, 2, 2
101, 2023-01-16, 0, 0
101, 2023-01-17, 5, 5
101, 2023-01-18, 8, 8
101, 2023-01-19, 9, 15
101, 2023-01-20, 0, 0
101, 2023-01-21, 8, 8
101, 2023-01-22, 10, 18
101, 2023-01-23, 0, 0
101, 2023-01-24, 0, 0
101, 2023-01-25, 45, 89
101, 2023-01-26, 0, 0
101, 2023-01-27, 0, 0
101, 2023-01-28, 0, 0
101, 2023-01-29, 0, 0
101, 2023-01-30, 7, 7
102, 2023-01-01, 30, 100
102, 2023-01-02, 35, 70
102, 2023-01-03, 40, 40
102, 2023-01-04, 38, 45
102, 2023-01-05, 22, 30
102, 2023-01-06, 15, 20
102, 2023-01-07, 0, 0
102, 2023-01-08, 15, 15
102, 2023-01-09, 5, 10
102, 2023-01-10, 0, 5
102, 2023-01-11, 35, 40
102, 2023-01-12, 38, 40
102, 2023-01-13, 40, 50
102, 2023-01-14, 45, 40
102, 2023-01-15, 50, 50
102, 2023-01-16, 55, 60
102, 2023-01-17, 58, 60
102, 2023-01-18, 60, 80
102, 2023-01-19, 5, 20
102, 2023-01-20, 70, 80
102, 2023-01-21, 72, 80
102, 2023-01-22, 75, 80
102, 2023-01-23, 80, 80
102, 2023-01-24, 85, 90
102, 2023-01-25, 88, 90
102, 2023-01-26, 90, 100
102, 2023-01-27, 95, 100
102, 2023-01-28, 100, 100
102, 2023-01-29, 105, 110
102, 2023-01-30, 110, 110
103, 2023-01-01, 60, 60
103, 2023-01-02, 45, 45
103, 2023-01-03, 20, 30
103, 2023-01-04, 22, 28
103, 2023-01-05, 8, 20
103, 2023-01-06, 5, 10
103, 2023-01-07, 5, 5
103, 2023-01-08, 10, 10
103, 2023-01-09, 5, 8
103, 2023-01-10, 0, 5
103, 2023-01-11, 0, 0
103, 2023-01-12, 28, 30
103, 2023-01-13, 30, 30
103, 2023-01-14, 35, 40
103, 2023-01-15, 38, 40
103, 2023-01-16, 40, 40
103, 2023-01-17, 42, 50
103, 2023-01-18, 45, 50
103, 2023-01-19, 48, 50
103, 2023-01-20, 50, 50
103, 2023-01-21, 55, 60
103, 2023-01-22, 60, 60
103, 2023-01-23, 62, 70
103, 2023-01-24, 65, 70
103, 2023-01-25, 68, 70
103, 2023-01-26, 70, 70
103, 2023-01-27, 75, 80
103, 2023-01-28, 80, 90
103, 2023-01-29, 82, 90
103, 2023-01-30, 0, 0
104, 2023-01-01, 15, 50
104, 2023-01-02, 20, 30
104, 2023-01-03, 8, 10
104, 2023-01-04, 13, 15
104, 2023-01-05, 2, 20
104, 2023-01-06, 5, 5
104, 2023-01-07, 0, 0
104, 2023-01-08, 10, 10
104, 2023-01-09, 7, 8
104, 2023-01-10, 4, 5
104, 2023-01-11, 8, 10
104, 2023-01-12, 10, 15
104, 2023-01-13, 2, 5
104, 2023-01-14, 0, 0
104, 2023-01-15, 2, 2
104, 2023-01-16, 0, 0
104, 2023-01-17, 5, 5
104, 2023-01-18, 8, 8
104, 2023-01-19, 9, 15
104, 2023-01-20, 0, 0
104, 2023-01-21, 8, 8
104, 2023-01-22, 10, 18
104, 2023-01-23, 0, 0
104, 2023-01-24, 0, 0
104, 2023-01-25, 45, 89
104, 2023-01-26, 0, 0
104, 2023-01-27, 0, 0
104, 2023-01-28, 0, 0
104, 2023-01-29, 0, 0
104, 2023-01-30, 7, 7
105, 2023-01-01, 15, 50
105, 2023-01-02, 20, 30
105, 2023-01-03, 8, 10
105, 2023-01-04, 13, 15
105, 2023-01-05, 2, 20
105, 2023-01-06, 5, 5
105, 2023-01-07, 0, 0
105, 2023-01-08, 10, 10
105, 2023-01-09, 7, 8
105, 2023-01-10, 4, 5
105, 2023-01-11, 8, 10
105, 2023-01-12, 10, 15
105, 2023-01-13, 2, 5
105, 2023-01-14, 0, 0
105, 2023-01-15, 2, 2
105, 2023-01-16, 0, 0
105, 2023-01-17, 5, 5
105, 2023-01-18, 8, 8
105, 2023-01-19, 9, 15
105, 2023-01-20, 0, 0
105, 2023-01-21, 8, 8
105, 2023-01-22, 10, 18
105, 2023-01-23, 0, 0
105, 2023-01-24, 0, 0
105, 2023-01-25, 45, 89
105, 2023-01-26, 0, 0
105, 2023-01-27, 0, 0
105, 2023-01-28, 0, 0
105, 2023-01-29, 0, 0
105, 2023-01-30, 7, 7
106, 2023-01-01, 30, 100
106, 2023-01-02, 35, 70
106, 2023-01-03, 40, 40
106, 2023-01-04, 38, 45
106, 2023-01-05, 22, 30
106, 2023-01-06, 15, 20
106, 2023-01-07, 0, 0
106, 2023-01-08, 15, 15
106, 2023-01-09, 5, 10
106, 2023-01-10, 0, 5
106, 2023-01-11, 35, 40
106, 2023-01-12, 38, 40
106, 2023-01-13, 40, 50
106, 2023-01-14, 45, 40
106, 2023-01-15, 50, 50
106, 2023-01-16, 55, 60
106, 2023-01-17, 58, 60
106, 2023-01-18, 60, 80
106, 2023-01-19, 5, 20
106, 2023-01-20, 70, 80
106, 2023-01-21, 72, 80
106, 2023-01-22, 75, 80
106, 2023-01-23, 80, 80
106, 2023-01-24, 85, 90
106, 2023-01-25, 88, 90
106, 2023-01-26, 90, 100
106, 2023-01-27, 95, 100
106, 2023-01-28, 100, 100
106, 2023-01-29, 105, 110
106, 2023-01-30, 110, 110
